ticker,company_name,price,chg_pct,net_score,bull,bear,verdict,bars,mode,Candle,Candle_label,Volume,Volume_label,SMA,SMA_label,Gaps,Gaps_label,Stoch,Stoch_label,CCI,CCI_label,RR,RR_label,sig_7,sig_7_label,sig_8,sig_8_label,fib_anchor,fib_swing_high,fib_swing_low,fib_direction,fib_entry,fib_entry_label,fib_stop,fib_stop_label,fib_t1,fib_t1_label,fib_t2,fib_t2_label,fib_t3,fib_t3_label,fib_rr_t1,fib_rr_t2,fib_rr_t3,fib_next_target,fib_next_label,fib_support_1,fib_resistance_1,fib_r_R 23p6,fib_r_R 38p2,fib_r_R 50p0,fib_r_R 61p8,fib_r_R 78p6,fib_e_E 100p0,fib_e_E 127p2,fib_e_E 138p2,fib_e_E 161p8,fib_e_E 200p0,fib_e_E 261p8
BEN,"Franklin Resources, Inc.",31.81,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone,bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+4.2% 10-bar),neutral,Intraday only,session,32.47,29.71,bullish,31.42,R 38.2%,30.76,R 61.8%,32.47,E 100.0%,33.22,E 127.2%,34.18,E 161.8%,1.59,2.73,4.18,32.47,E 100.0%,31.42,31.82,31.82,31.42,31.09,30.76,30.3,32.47,33.22,33.52,34.18,35.23,36.94
BNY,Bank of New York Mellon Corp,142.09,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+3.3% 10-bar),neutral,Intraday only,session,144.98,138.56,bullish,142.53,R 38.2%,141.01,R 61.8%,144.98,E 100.0%,146.73,E 127.2%,148.95,E 161.8%,1.61,2.76,4.22,144.98,E 100.0%,141.77,142.53,143.46,142.53,141.77,141.01,139.93,144.98,146.73,147.43,148.95,151.4,155.37
CAT,Caterpillar Inc.,897.63,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,bull,Above trend,bull,Near 20-period SMA (above),bull,8 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bull,Above SMA (acting as support),neutral,"Short-term pullback, medium-term RS intact",neutral,Intraday only,session,946.83,854.73,bullish,911.65,R 38.2%,889.91,R 61.8%,946.83,E 100.0%,971.88,E 127.2%,1003.75,E 161.8%,1.62,2.77,4.24,946.83,E 100.0%,889.91,900.78,925.09,911.65,900.78,889.91,874.44,946.83,971.88,982.01,1003.75,1038.93,1095.85
CRWD,"CrowdStrike Holdings, Inc.",691.53,,5,5,0,Strong bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bull,%K above %D (bullish cross) · Wide,bull,Bullish zone · Zero-line cross ↑,bull,Above SMA (acting as support),neutral,"Short-term pullback, medium-term RS intact",neutral,Intraday only,session,778.82,617.74,bullish,717.29,R 38.2%,679.27,R 61.8%,778.82,E 100.0%,822.63,E 127.2%,878.37,E 161.8%,1.62,2.77,4.24,778.82,E 100.0%,679.27,698.28,740.81,717.29,698.28,679.27,652.21,778.82,822.63,840.35,878.37,939.9,1039.45
D,"Dominion Energy, Inc.",66.69,,5,6,1,Strong bullish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY moderately (+2.2% 10-bar),neutral,Intraday only,session,67.52,64.6,bullish,66.4,R 38.2%,65.72,R 61.8%,67.52,E 100.0%,68.31,E 127.2%,69.32,E 161.8%,1.65,2.81,4.29,67.52,E 100.0%,66.4,66.83,66.83,66.4,66.06,65.72,65.22,67.52,68.31,68.64,69.32,70.44,72.24
DAL,"Delta Air Lines, Inc.",81.83,,5,5,0,Strong bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Wide divergence above SMA,neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,multi-day swing (20b),83.83,67.76,bullish,77.69,R 38.2%,73.9,R 61.8%,83.83,E 100.0%,88.2,E 127.2%,93.76,E 161.8%,1.62,2.77,4.24,83.83,E 100.0%,80.04,83.83,80.04,77.69,75.8,73.9,71.2,83.83,88.2,89.97,93.76,99.9,109.83
DLTR,"Dollar Tree, Inc.",114.89,,5,6,1,Strong bullish,251,Daily,bull,Bullish engulfing,neutral,Significantly below trend,bull,Wide divergence above SMA,bull,1 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+3.9% 10-bar),neutral,Intraday only,session,115.55,107.54,bullish,112.49,R 38.2%,110.6,R 61.8%,115.55,E 100.0%,117.73,E 127.2%,120.5,E 161.8%,1.62,2.77,4.24,115.55,E 100.0%,113.66,115.55,113.66,112.49,111.55,110.6,109.25,115.55,117.73,118.61,120.5,123.56,128.51
EA,Electronic Arts Inc.,203.05,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone,bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+3.2% 10-bar),neutral,Intraday only,session,203.9,201.54,bullish,203.0,R 38.2%,202.44,R 61.8%,203.9,E 100.0%,204.54,E 127.2%,205.36,E 161.8%,1.61,2.75,4.21,203.9,E 100.0%,203.0,203.34,203.34,203.0,202.72,202.44,202.05,203.9,204.54,204.8,205.36,206.26,207.72
EIX,Edison International,72.34,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Overbought (> +100),bull,Breakout above prior resistance,bull,Outperforming SPY strongly (+5.2% 10-bar),neutral,Intraday only,session,73.83,69.34,bullish,72.11,R 38.2%,71.06,R 61.8%,73.83,E 100.0%,75.05,E 127.2%,76.6,E 161.8%,1.64,2.8,4.28,73.83,E 100.0%,72.11,72.77,72.77,72.11,71.58,71.06,70.3,73.83,75.05,75.55,76.6,78.32,81.09
GE,GE Aerospace,332.76,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Wide divergence above SMA,bull,1 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+6.0% 10-bar),neutral,Intraday only,session,332.92,311.0,bullish,324.55,R 38.2%,319.37,R 61.8%,332.92,E 100.0%,338.88,E 127.2%,346.47,E 161.8%,1.62,2.77,4.23,332.92,E 100.0%,327.75,332.92,327.75,324.55,321.96,319.37,315.69,332.92,338.88,341.29,346.47,354.84,368.39
GIS,"General Mills, Inc.",33.82,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,2 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Bounce off prior support,bull,Outperforming SPY moderately (+2.0% 10-bar),neutral,Intraday only,session,34.32,31.75,bullish,33.34,R 38.2%,32.73,R 61.8%,34.32,E 100.0%,35.02,E 127.2%,35.91,E 161.8%,1.61,2.75,4.21,34.32,E 100.0%,33.71,34.32,33.71,33.34,33.03,32.73,32.3,34.32,35.02,35.3,35.91,36.89,38.48
HWM,Howmet Aerospace Inc.,264.6,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,Overbought · Wide divergence,bull,Bullish zone · Zero-line cross ↑,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+4.0% 10-bar),neutral,Intraday only,session,264.59,243.68,bullish,256.6,R 38.2%,251.67,R 61.8%,264.59,E 100.0%,270.28,E 127.2%,277.51,E 161.8%,1.62,2.77,4.24,270.28,E 127.2%,264.59,270.28,259.66,256.6,254.13,251.67,248.15,264.59,270.28,272.58,277.51,285.5,298.42
IBKR,"Interactive Brokers Group, Inc.",88.83,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,Overbought · Wide divergence,bull,Bullish zone,bull,Breakout above prior resistance,bull,Outperforming SPY strongly (+9.2% 10-bar),neutral,Intraday only,session,90.5,83.11,bullish,87.68,R 38.2%,85.93,R 61.8%,90.5,E 100.0%,92.51,E 127.2%,95.07,E 161.8%,1.61,2.76,4.22,90.5,E 100.0%,88.76,90.5,88.76,87.68,86.81,85.93,84.69,90.5,92.51,93.32,95.07,97.89,102.46
IEX,IDEX Corporation,216.9,,5,6,1,Strong bullish,251,Daily,bull,Bullish harami,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.5% 10-bar),neutral,Intraday only,session,223.94,208.84,bullish,218.17,R 38.2%,214.61,R 61.8%,223.94,E 100.0%,228.05,E 127.2%,233.27,E 161.8%,1.62,2.78,4.24,223.94,E 100.0%,216.39,218.17,220.38,218.17,216.39,214.61,212.07,223.94,228.05,229.71,233.27,239.04,248.37
IP,International Paper Company,34.95,,5,6,1,Strong bullish,251,Daily,bull,Bullish engulfing,bull,Significantly above trend,bull,Wide divergence above SMA,neutral,Open gaps above and below,bear,Overbought · Wide divergence,bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+7.1% 10-bar),neutral,Intraday only,session,35.22,31.78,bullish,33.91,R 38.2%,33.1,R 61.8%,35.22,E 100.0%,36.16,E 127.2%,37.35,E 161.8%,1.62,2.78,4.25,35.22,E 100.0%,34.41,35.22,34.41,33.91,33.5,33.1,32.52,35.22,36.16,36.54,37.35,38.67,40.8
IR,Ingersoll Rand Inc.,73.2,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.3% 10-bar),neutral,Intraday only,session,74.46,69.84,bullish,72.7,R 38.2%,71.6,R 61.8%,74.46,E 100.0%,75.72,E 127.2%,77.32,E 161.8%,1.6,2.75,4.2,74.46,E 100.0%,72.7,73.37,73.37,72.7,72.15,71.6,70.83,74.46,75.72,76.22,77.32,79.08,81.94
JBHT,"J.B. Hunt Transport Services, Inc.",289.14,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Wide divergence above SMA,bull,4 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+8.3% 10-bar),neutral,Intraday only,multi-day swing (20b),293.54,235.19,bullish,271.25,R 38.2%,257.48,R 61.8%,293.54,E 100.0%,309.41,E 127.2%,329.6,E 161.8%,1.62,2.77,4.24,293.54,E 100.0%,279.77,293.54,279.77,271.25,264.37,257.48,247.68,293.54,309.41,315.83,329.6,351.89,387.95
JBL,Jabil Inc.,376.89,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,3 open gap(s) below (support),bear,Overbought · Wide divergence,bull,Bullish zone,bull,Breakout above prior resistance,bull,Outperforming SPY strongly (+5.9% 10-bar),neutral,Intraday only,session,384.7,341.47,bullish,368.19,R 38.2%,357.98,R 61.8%,384.7,E 100.0%,396.46,E 127.2%,411.42,E 161.8%,1.62,2.77,4.23,384.7,E 100.0%,374.5,384.7,374.5,368.19,363.09,357.98,350.72,384.7,396.46,401.21,411.42,427.93,454.65
KLAC,KLA Corporation,2411.64,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Wide divergence above SMA,bull,1 open gap(s) below (support),bear,Overbought · Wide divergence,bull,Overbought (> +100) · Zero-line cross ↑,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+27.3% 10-bar),neutral,Intraday only,session,2431.29,199.55,bullish,1578.77,R 38.2%,1052.07,R 61.8%,2431.29,E 100.0%,3038.32,E 127.2%,3810.51,E 161.8%,1.62,2.77,4.24,2431.29,E 100.0%,1904.6,2431.29,1904.6,1578.77,1315.42,1052.07,677.14,2431.29,3038.32,3283.81,3810.51,4663.03,6042.25
LII,Lennox International Inc.,517.03,,5,6,1,Strong bullish,251,Daily,bull,Bullish harami,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+6.3% 10-bar),neutral,Intraday only,session,542.19,493.54,bullish,523.61,R 38.2%,512.12,R 61.8%,542.19,E 100.0%,555.42,E 127.2%,572.26,E 161.8%,1.62,2.77,4.23,542.19,E 100.0%,512.12,517.87,530.71,523.61,517.87,512.12,503.95,542.19,555.42,560.77,572.26,590.84,620.91
MGM,MGM Resorts International,47.22,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Wide divergence above SMA,bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+12.2% 10-bar),neutral,Intraday only,multi-day swing (20b),51.59,35.32,bullish,45.37,R 38.2%,41.54,R 61.8%,51.59,E 100.0%,56.02,E 127.2%,61.64,E 161.8%,1.62,2.78,4.25,51.59,E 100.0%,45.37,47.75,47.75,45.37,43.45,41.54,38.8,51.59,56.02,57.81,61.64,67.86,77.91
MPWR,"Monolithic Power Systems, Inc.",1589.55,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,bull,Above trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bull,%K above %D (bullish cross) · Wide,bear,Bearish zone,bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,session,1697.35,1405.0,bullish,1585.67,R 38.2%,1516.68,R 61.8%,1697.35,E 100.0%,1776.87,E 127.2%,1878.02,E 161.8%,1.62,2.77,4.24,1697.35,E 100.0%,1585.67,1628.36,1628.36,1585.67,1551.17,1516.68,1467.56,1697.35,1776.87,1809.03,1878.02,1989.7,2170.37
NOC,Northrop Grumman Corporation,552.52,,5,5,0,Strong bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Bullish zone · Zero-line cross ↑,bull,Bounce off prior support,neutral,In line with market,neutral,Intraday only,session,559.7,525.73,bullish,546.72,R 38.2%,538.71,R 61.8%,559.7,E 100.0%,568.94,E 127.2%,580.69,E 161.8%,1.62,2.77,4.24,559.7,E 100.0%,551.68,559.7,551.68,546.72,542.71,538.71,533.0,559.7,568.94,572.68,580.69,593.67,614.66
NUE,Nucor Corporation,260.9,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Wide divergence above SMA,bull,5 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+6.9% 10-bar),neutral,Intraday only,session,264.67,245.33,bullish,257.28,R 38.2%,252.72,R 61.8%,264.67,E 100.0%,269.93,E 127.2%,276.62,E 161.8%,1.62,2.77,4.24,264.67,E 100.0%,260.11,264.67,260.11,257.28,255.0,252.72,249.47,264.67,269.93,272.06,276.62,284.01,295.96
O,Realty Income Corporation,61.91,,5,6,1,Strong bullish,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Bounce off prior support,bull,Outperforming SPY strongly (+3.0% 10-bar),neutral,Intraday only,session,62.83,59.48,bullish,61.55,R 38.2%,60.76,R 61.8%,62.83,E 100.0%,63.74,E 127.2%,64.9,E 161.8%,1.62,2.77,4.24,62.83,E 100.0%,61.55,62.04,62.04,61.55,61.16,60.76,60.2,62.83,63.74,64.11,64.9,66.18,68.25
OMC,Omnicom Group Inc.,75.59,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.3% 10-bar),neutral,Intraday only,session,76.34,72.51,bullish,74.88,R 38.2%,73.98,R 61.8%,76.34,E 100.0%,77.39,E 127.2%,78.71,E 161.8%,1.62,2.79,4.26,76.34,E 100.0%,75.44,76.34,75.44,74.88,74.43,73.98,73.33,76.34,77.39,77.81,78.71,80.17,82.54
PCG,PG&E Corporation,16.79,,5,6,1,Strong bullish,251,Daily,bull,Bullish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.3% 10-bar),neutral,Intraday only,session,17.25,16.2,bullish,16.85,R 38.2%,16.6,R 61.8%,17.25,E 100.0%,17.54,E 127.2%,17.9,E 161.8%,1.6,2.76,4.2,17.25,E 100.0%,16.73,16.85,17.0,16.85,16.73,16.6,16.42,17.25,17.54,17.65,17.9,18.3,18.95
PSKY,Paramount Skydance Corporation Class B Common Stock,10.49,,5,5,0,Strong bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Bullish zone · Zero-line cross ↑,bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,session,10.94,9.81,bullish,10.51,R 38.2%,10.24,R 61.8%,10.94,E 100.0%,11.25,E 127.2%,11.64,E 161.8%,1.59,2.74,4.19,10.94,E 100.0%,10.38,10.51,10.67,10.51,10.38,10.24,10.05,10.94,11.25,11.37,11.64,12.07,12.77
RJF,"Raymond James Financial, Inc.",150.42,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Bounce off prior support,bull,Outperforming SPY strongly (+8.2% 10-bar),neutral,Intraday only,session,153.14,143.76,bullish,149.56,R 38.2%,147.34,R 61.8%,153.14,E 100.0%,155.69,E 127.2%,158.94,E 161.8%,1.61,2.76,4.23,153.14,E 100.0%,149.56,150.93,150.93,149.56,148.45,147.34,145.77,153.14,155.69,156.72,158.94,162.52,168.32
ROK,"Rockwell Automation, Inc.",457.59,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,3 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone · Zero-line cross ↑,bear,Rejection at prior resistance,bull,Outperforming SPY moderately (+2.8% 10-bar),neutral,Intraday only,session,468.11,439.7,bullish,457.26,R 38.2%,450.55,R 61.8%,468.11,E 100.0%,475.84,E 127.2%,485.67,E 161.8%,1.62,2.77,4.23,468.11,E 100.0%,457.26,461.41,461.41,457.26,453.9,450.55,445.78,468.11,475.84,478.96,485.67,496.52,514.08
ROP,"Roper Technologies, Inc.",332.71,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,bull,Above trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+6.3% 10-bar),neutral,Intraday only,session,341.31,326.53,bullish,335.66,R 38.2%,332.18,R 61.8%,341.31,E 100.0%,345.33,E 127.2%,350.44,E 161.8%,1.62,2.78,4.25,341.31,E 100.0%,332.18,333.92,337.82,335.66,333.92,332.18,329.69,341.31,345.33,346.96,350.44,356.09,365.22
STLD,"Steel Dynamics, Inc.",279.55,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Wide divergence above SMA,bull,4 open gap(s) below (support),bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+9.4% 10-bar),neutral,Intraday only,multi-day swing (20b),280.49,219.03,bullish,257.01,R 38.2%,242.51,R 61.8%,280.49,E 100.0%,297.21,E 127.2%,318.47,E 161.8%,1.62,2.77,4.24,280.49,E 100.0%,265.99,280.49,265.99,257.01,249.76,242.51,232.18,280.49,297.21,303.97,318.47,341.95,379.93
TRGP,Targa Resources Corp.,269.37,,5,6,1,Strong bullish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,5 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.0% 10-bar),neutral,Intraday only,session,276.26,259.32,bullish,269.79,R 38.2%,265.79,R 61.8%,276.26,E 100.0%,280.87,E 127.2%,286.73,E 161.8%,1.62,2.77,4.23,276.26,E 100.0%,267.79,269.79,272.26,269.79,267.79,265.79,262.95,276.26,280.87,282.73,286.73,293.2,303.67
VMC,Vulcan Materials Company,280.19,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+3.5% 10-bar),neutral,Intraday only,session,288.98,269.53,bullish,281.55,R 38.2%,276.96,R 61.8%,288.98,E 100.0%,294.27,E 127.2%,301.0,E 161.8%,1.62,2.77,4.24,288.98,E 100.0%,279.26,281.55,284.39,281.55,279.26,276.96,273.69,288.98,294.27,296.41,301.0,308.43,320.45
WDC,Western Digital Corporation,529.29,,5,5,0,Strong bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bull,%K above %D (bullish cross),bull,Bullish zone · Zero-line cross ↑,bull,Breakout above prior resistance,neutral,"Short-term pullback, medium-term RS intact",neutral,Intraday only,session,602.38,480.87,bullish,555.96,R 38.2%,527.29,R 61.8%,602.38,E 100.0%,635.43,E 127.2%,677.48,E 161.8%,1.62,2.77,4.24,602.38,E 100.0%,527.29,541.63,573.71,555.96,541.63,527.29,506.87,602.38,635.43,648.8,677.48,723.9,798.99
WELL,Welltower Inc.,210.67,,5,6,1,Strong bullish,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bull,%K above %D (bullish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY moderately (+2.4% 10-bar),neutral,Intraday only,session,214.33,194.67,bullish,206.82,R 38.2%,202.18,R 61.8%,214.33,E 100.0%,219.68,E 127.2%,226.48,E 161.8%,1.62,2.77,4.24,214.33,E 100.0%,209.69,214.33,209.69,206.82,204.5,202.18,198.88,214.33,219.68,221.84,226.48,233.99,246.14
WY,Weyerhaeuser Company,24.33,,5,6,1,Strong bullish,251,Daily,bull,Bullish bar,bull,Significantly above trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY moderately (+2.1% 10-bar),neutral,Intraday only,session,24.88,23.59,bullish,24.39,R 38.2%,24.08,R 61.8%,24.88,E 100.0%,25.23,E 127.2%,25.68,E 161.8%,1.58,2.71,4.16,24.88,E 100.0%,24.23,24.39,24.58,24.39,24.23,24.08,23.86,24.88,25.23,25.37,25.68,26.17,26.97
